AREA,BA,BA_DIV_BB,BB,BF_ID,BF_TYPE,BLANK_TYPE,BM,BREADTH,BREADTH_DIV_LENGTH,BUTT_TYPE,BUTT_WORKING,CIRCUMFERENCE,COMPLETENESS,CONDITION,CONTEXT_LEVEL,CONTINENT,CORTEX_BACK,CORTEX_FRONT,CORTEX_TYPE,COUNTRY,DATE_FOUND,DEGREE_PATINATION,EDGE_PROFILE,EDGE_VIEW_AREA,EDGE_VIEW_CIRCUMFERENCE,EDGE_VIEW_L1,EDGE_VIEW_SYMMETRY,EDGE_VIEW_THICKNESS_L1,FINDER,FINDERS_NO,FRONTAL_SYMMETRY,L1,L1_BREADTH,L1_DIV_LENGTH,LENGTH,MUSEUM_ACCESSION_DATE,MUSEUM_ACCESSION_NO,MUSEUM_HOLDER,NOTES,PERCENTAGE_WORKED,RAW_MATERIAL_HARDNESS,RAW_MATERIAL_TEXTURE,RAW_MATERIAL_TYPE,SITENAME,SITE_SUBDIV,TA,TB,THICKNESS,THICKNESS_DIV_BREADTH,TM,WEIGHT
10695.6,59.1,0.64,92.1,1982,HANDAXE,FLAKE,86.8,95.9,0.63,PARTIALLY CORTICAL,PARTIALLY WORKED,361.4,COMPLETE,FRESH,C6,AFRICA,20,10,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,5123.4,319.5,57.9,0.0,50.2,DEACON,609,0.01,35.3,94.6,0.23,150.43,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; REMNANT PLATFORM AND BULB ON LEFT HAND EDGE; NOTCH ON UPPER RIGHT HAND CORNER ADJACENT TO TIP,72,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,17.5,47.3,52.9,0.55,42.9,608
10934.4,67.3,0.88,76.1,1983,HANDAXE,FLAKE,91.7,94.9,0.61,PARTIALLY CORTICAL,UNWORKED,359.4,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,50,10,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,6577.3,324.7,43.8,0.05,57.3,DEACON,362,0.01,85.9,93.7,0.56,153.24,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; MAY BE ON NATURALLY CLEAVED PEBBLE; NOTCH ON RIGHT HAND SIDE OF TIP,59,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,33.9,54.9,57.5,0.6,54.4,832
11555.8,57.7,0.65,88.4,1984,HANDAXE/PICK,COBBLE,103.7,106.0,0.7,CORTICAL,UNWORKED,362.2,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,55,40,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,7971.3,348.5,72.3,0.02,64.1,DEACON,390,0.01,74.5,104.4,0.49,150.57,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE OF 56mm; VERY CRUDE BIFACIAL WORKING,57,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,46.4,54.4,64.6,0.6,63.1,1036
11678.9,56.6,0.62,90.5,1985,PICK,FLAKE,86.2,98.7,0.61,PARTIALLY CORTICAL,PARTIALLY WORKED,382.7,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,15,10,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,9029.2,367.1,48.3,0.06,74.5,DEACON,229,0.01,63.1,98.5,0.39,161.64,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CORTEX STRUCK; VERY ROUGH BIFACIAL WORKING,71,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,44.1,71.2,78.7,0.79,64.8,1098
10302.6,66.8,0.76,87.4,1986,HANDAXE/CLEAVER,FLAKE,90.6,95.3,0.69,PARTIALLY CORTICAL,PARTIALLY WORKED,352.2,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,45,0,POLISHED,SOUTH AFRICA,1964,STAINED,IRREGULAR,5071.8,280.7,52.1,0.09,55.1,DEACON,68,0.02,51.9,94.1,0.37,137.75,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; EXTENSIVE LATERAL EDGE DAMAGE ALONG UPPER LEFT HAND EDGE WITH THREE LARGE NOTCHES,67,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,26.4,47.0,55.5,0.58,52.1,698
10954.1,55.6,0.65,84.7,1987,HANDAXE,UNCLEAR,93.0,97.6,0.63,NON-CORTICAL,PARTIALLY WORKED,367.5,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,0,0,NONE,SOUTH AFRICA,1964,STAINED,IRREGULAR,4583.8,316.5,62.2,0.08,40.5,DEACON,456,0.01,50.0,97.1,0.32,153.0,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,PLANO-CONVEX; SQUARED END THROUGH EDGE DAMAGE,90,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,25.4,34.9,41.0,0.42,37.7,528
9220.0,51.6,0.72,71.5,1988,HANDAXE,FLAKE,79.9,83.4,0.55,PARTIALLY CORTICAL,PARTIALLY WORKED,364.4,COMPLETE,ABRADED,C6,AFRICA,0,0,NATURAL SURFACE,SOUTH AFRICA,1964,STAINED,LINEAR,4358.9,317.9,56.8,0.01,39.4,DEACON,355,0.01,59.6,83.4,0.39,149.92,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CRUDE BIFACIAL WORKING ALONG RIGHT HAND EDGE; UNIFACIAL WORKING ALONG LEFT HAND EDGE; REMNANT PLATFORM ON BUTT,91,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,20.7,33.7,39.4,0.47,34.2,502
18312.5,75.5,0.84,89.5,1989,HANDAXE,UNCLEAR,115.8,125.0,0.6,PARTIALLY CORTICAL,PARTIALLY WORKED,506.4,COMPLETE,ABRADED,C6,AFRICA,5,5,POLISHED,SOUTH AFRICA,1964,STAINED,IRREGULAR,8715.0,463.5,82.4,0.1,55.5,DEACON,179,0.09,83.5,122.9,0.4,205.3,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,ROUGHOUT; MADE ON ROLLED COBBLE,90,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,30.3,45.5,56.9,0.45,51.3,1422
22627.3,104.8,0.9,116.3,1990,CLEAVER,COBBLE,141.5,145.4,0.68,CORTICAL,UNWORKED,516.2,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,40,55,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,12733.7,429.2,89.3,0.05,92.3,DEACON,93,0.04,97.8,144.7,0.46,212.44,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CRUDE CLEAVER MADE ON LARGE PEBBLE OF 80mm THICKNESS; EXTENSIVE LATERAL EDGE DAMAGE ALONG BIT,39,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,45.4,77.2,93.5,0.64,88.1,2700
19520.8,98.7,0.94,104.1,1991,CLEAVER,COBBLE,102.9,116.3,0.56,PARTIALLY CORTICAL,PARTIALLY WORKED,518.8,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,25,15,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,11550.6,464.4,116.3,0.03,74.0,DEACON,661,0.02,81.1,112.1,0.39,204.45,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CRUDE CLEAVER WITH INTERSECTION BIT,79,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,39.5,54.1,75.3,0.64,73.7,1711
18362.6,61.3,0.61,99.7,1992,HANDAXE,FLAKE,97.7,112.4,0.49,NON-CORTICAL,PARTIALLY WORKED,522.9,COMPLETE,FRESH,C6,AFRICA,0,0,NONE,SOUTH AFRICA,1964,STAINED,LINEAR,8723.2,497.7,97.8,0.01,50.2,DEACON,463,0.04,89.5,112.4,0.39,225.55,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,WELL SHAPED HANDAXE WITH REMNANT PLATFORM ON BUT; 20mm OF LATERAL EDGE DAMAGE ALONG UPPER RIGHT HAND EDGE ADJACENT TO TIP,89,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,28.4,39.3,50.2,0.44,44.7,1188
20303.0,60.8,0.6,101.3,1993,HANDAXE,FLAKE,99.9,111.2,0.44,PARTIALLY CORTICAL,PARTIALLY WORKED,559.1,COMPLETE,LIGHTLY ABRADED,C6,AFRICA,0,5,ABRADED,SOUTH AFRICA,1964,STAINED,LINEAR,7297.0,493.5,109.6,0.02,43.6,DEACON,672A,0.01,91.6,111.2,0.36,250.02,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,WELL SHAPED ELONGATE HANDAXE WITH EXTENSIVE LATERAL EDGE DAMAGE ALONG BOTH EDGES AND TIP; AT LEAST NINE SEPARATE NOTCHES,91,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,22.7,34.4,44.8,0.4,41.1,1103
12304.2,57.8,0.71,80.9,1994,HANDAXE/CLEAVER,FLAKE,94.5,101.5,0.59,PARTIALLY CORTICAL,PARTIALLY WORKED,396.5,COMPLETE,FRESH,C1,AFRICA,0,40,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,5745.6,353.9,86.2,0.03,47.1,DEACON,115,0.01,70.6,100.9,0.41,171.02,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,INTERSECTION TIP OR BIT; THREE NOTCHES ADJACENT TO TIP; MADE ON WATER ROLLED COBBLE,76,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,30.6,32.4,47.1,0.46,47.1,694
10997.9,56.6,0.71,78.7,1995,HANDAXE,UNCLEAR,76.8,84.2,0.48,PARTIALLY CORTICAL,PARTIALLY WORKED,391.7,COMPLETE,LIGHTLY ABRADED,C1,AFRICA,0,40,POLISHED,SOUTH AFRICA,1964,STAINED,IRREGULAR,6676.8,344.6,53.3,0.01,60.1,DEACON,116,0.03,64.0,83.6,0.37,172.6,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON BUTT STRUCK FLAKE FROM WATER ROLLED COBBLE,67,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,29.1,47.1,61.2,0.72,56.2,730
12131.9,60.3,0.69,87.1,1996,HANDAXE,COBBLE,93.5,100.5,0.62,CORTICAL,UNWORKED,378.5,COMPLETE,LIGHTLY ABRADED,C1,AFRICA,65,45,POLISHED,SOUTH AFRICA,1964,STAINED,IRREGULAR,6996.3,338.8,58.4,0.02,66.4,DEACON,117,0.05,49.0,98.8,0.3,161.05,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,LIGHT LATERAL EDGE DAMAGE ALONG UPPER LEFT HAND EDGE; MADE ON WATER ROLLED COBBLE,47,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,27.1,61.7,66.9,0.66,55.6,981
15383.6,67.3,0.7,95.2,1997,PICK,FLAKE,99.3,113.2,0.58,PARTIALLY CORTICAL,PARTIALLY WORKED,439.0,COMPLETE,FRESH,C10,AFRICA,0,40,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,9101.6,402.2,124.1,0.04,71.4,DEACON,309,0.01,74.4,113.2,0.38,194.97,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CRUDE BIFACIAL WORKING; MADE ON FLAKE FROM WATER ROLLED COBBLE,75,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,33.6,51.4,72.0,0.63,69.8,1241
9576.9,49.2,0.68,72.2,1998,HANDAXE/CLEAVER,FLAKE,68.4,79.5,0.48,PARTIALLY CORTICAL,PARTIALLY WORKED,367.2,COMPLETE,LIGHTLY ABRADED,C10,AFRICA,0,5,POLISHED,SOUTH AFRICA,1964,FRESH,IRREGULAR,4985.8,330.4,45.9,0.03,44.8,DEACON,307,0.02,65.1,79.0,0.39,163.05,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CORTEX STRUCK; LIGHT LATERAL EDGE DAMAGE ALONG UPPER RIGHT HAND CORNER; INTERSECTION TIP; MADE ON WATER ROLLED COBBLE; REMNANT PLATFORM ON LEFT HAND EDGE,91,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,21.9,42.4,47.4,0.59,37.5,472
16616.6,68.3,0.66,103.2,1999,HANDAXE,UNCLEAR,106.4,110.8,0.56,NON-CORTICAL,PARTIALLY WORKED,466.1,COMPLETE,LIGHTLY ABRADED,C10,AFRICA,0,0,NONE,SOUTH AFRICA,1964,STAINED,IRREGULAR,10746.3,448.2,54.4,0.15,74.9,DEACON,309,0.01,90.5,108.3,0.46,196.67,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CRUDE PLANO-CONVEX HANDAXE,69,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,37.2,70.9,75.2,0.67,62.0,1556
9911.6,65.8,0.82,79.9,2000,HANDAXE,FLAKE,84.9,89.6,0.63,PARTIALLY CORTICAL,UNWORKED,338.6,COMPLETE,WIND POLISHED,C8,AFRICA,0,40,POLISHED,SOUTH AFRICA,1964,FRESH,IRREGULAR,6434.0,314.8,53.3,0.02,61.5,DEACON,482,0.01,63.0,89.1,0.44,142.22,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CORTEX STRUCK; MADE ON WATER ROLLED COBBLE; LIGHT WIND POLISH; EXTENSIVE LATERAL EDGE DAMAGE ON TIP AND  UPPER EDGES,65,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,27.8,58.4,64.1,0.71,59.4,804
12137.1,65.0,0.75,86.1,2001,CLEAVER/HANDAXE,FLAKE,85.9,91.8,0.56,PARTIALLY CORTICAL,PARTIALLY WORKED,401.8,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,0,25,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,7627.4,365.0,54.4,0.08,66.0,DEACON,178,0.01,54.6,91.6,0.33,161.33,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED PEBBLE; HEAVY NOTCH ALONG TIP/BIT AND UPPER LEFT HAND CORNER,67,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,32.8,58.0,66.7,0.72,56.1,981
5784.4,41.2,0.55,74.2,2002,PICK,UNCLEAR,66.3,74.8,0.7,CORTICAL,UNWORKED,273.4,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,45,10,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,3515.2,239.4,24.4,0.01,42.4,DEACON,473,0.01,23.8,74.4,0.22,106.71,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; VERY CRUDE BIFACIAL WORKING,57,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,28.5,42.2,43.6,0.58,36.0,390
9432.6,59.2,0.81,72.2,2003,HANDAXE,UNCLEAR,78.6,79.4,0.54,PARTIALLY CORTICAL,PARTIALLY WORKED,354.6,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,0,10,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,5041.3,298.5,46.7,0.01,50.6,DEACON,519,0.01,74.5,78.8,0.5,146.88,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE,80,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,30.6,45.9,51.3,0.64,39.9,593
8482.6,49.3,0.76,64.4,2004,HANDAXE,FLAKE,75.5,77.6,0.51,PARTIALLY CORTICAL,PARTIALLY WORKED,335.6,COMPLETE,ABRADED,C8,AFRICA,0,50,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,3826.9,302.0,76.3,0.02,39.7,DEACON,456,0.01,65.2,76.5,0.43,150.59,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON FLAKE FROM LARGE WATER ROLLED COBBLE; 44mm OF INTENSIVE LATERAL EDGE DAMAGE ALONG BUTT AND LOWER LEFT HAND CORNER WITH TWO NOTCHES,88,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,22.3,21.3,40.1,0.51,39.7,421
5426.8,40.0,0.73,54.5,2005,HANDAXE,UNCLEAR,57.0,68.4,0.58,NON-CORTICAL,COMPLETELY WORKED,265.2,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,0,0,NONE,SOUTH AFRICA,1964,STAINED,IRREGULAR,2983.6,237.3,40.8,0.01,41.2,DEACON,358,0.01,42.9,67.1,0.36,116.4,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,SMALL NOTCH ON UPPER LEFT HAND EDGE,100,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,13.3,33.5,43.9,0.64,35.8,256
10960.9,55.3,0.69,79.7,2006,HANDAXE,FLAKE,91.8,101.8,0.65,PARTIALLY CORTICAL,PARTIALLY WORKED,358.2,COMPLETE,FRESH,C8,AFRICA,10,0,POLISHED,SOUTH AFRICA,1964,FRESH,IRREGULAR,4642.0,335.1,84.9,0.01,37.7,DEACON,495,0.12,59.3,100.5,0.38,155.87,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CORTEX STRUCK; UNIFACIAL WORKING ALONG BOTH EDGES; LIGHT LATERAL EDGE DAMAGE ALONG LEFT HAND EDGE AND UPPER RIGHT HAND CORNER,74,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,20.8,34.5,39.6,0.38,37.7,625
4571.8,34.6,0.59,58.2,2007,PICK,COBBLE,62.5,63.6,0.65,PARTIALLY CORTICAL,PARTIALLY WORKED,232.0,COMPLETE,FRESH,C8,AFRICA,55,45,ABRADED,SOUTH AFRICA,1964,FRESH,IRREGULAR,2355.0,193.1,47.5,0.01,36.0,DEACON,322,0.01,49.9,62.7,0.51,97.09,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON SMALL WATER ROLLED PEBBLE,45,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,18.8,30.2,36.1,0.56,36.0,233
5451.9,34.0,0.53,63.6,2008,HANDAXE,COBBLE,59.5,68.1,0.61,CORTICAL,PARTIALLY WORKED,271.2,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,40,30,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,3601.3,240.7,34.6,0.01,45.7,DEACON,306,0.01,36.7,67.4,0.32,111.45,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON SMALL WATER ROLLED COBBLE; TWO SMALL NOTCHES ON TIP,69,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,19.2,42.3,45.9,0.67,40.9,345
6703.8,44.7,0.62,71.1,2009,HANDAXE,UNCLEAR,62.5,73.3,0.59,PARTIALLY CORTICAL,PARTIALLY WORKED,289.1,COMPLETE,ABRADED,C8,AFRICA,10,10,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,3324.9,253.8,20.8,0.01,39.8,DEACON,321,0.01,34.4,72.8,0.27,123.06,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON BATTERED WATER ROLLED COBBLE; LIGHT LATER EDGE DAMAGE ON UPPER LEFT HAND CORNER AND TIP; SMOOTHING OF UPPER RIGHT HAND CORNER MAY BE DUE TO USE DAMAGE,72,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,20.9,39.3,39.8,0.54,31.6,352
16071.7,79.1,0.84,93.5,2010,HANDAXE/CLEAVER,FLAKE,109.1,112.0,0.58,PARTIALLY CORTICAL,UNWORKED,449.5,COMPLETE,FRESH,C8,AFRICA,30,0,BATTERED,SOUTH AFRICA,1964,FRESH,IRREGULAR,9067.3,415.4,59.1,0.03,65.3,DEACON,320,0.02,90.3,110.8,0.47,190.82,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,ROUGH HANDAXE OR POSSIBLE CLEAVER WITH INTENSIVE USE DAMAGE BLUNTING AND SQUARING OF TIP/BUTT; MADE ON WATER ROLLED PEBBLE,68,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,38.4,58.2,66.4,0.59,53.0,1221
16693.5,66.0,0.57,115.2,2011,HANDAXE,FLAKE,114.2,128.8,0.7,PARTIALLY CORTICAL,PARTIALLY WORKED,442.8,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,0,50,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,8269.3,370.8,100.7,0.04,60.8,DEACON,505,0.09,56.3,125.3,0.3,181.69,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON FLAKE FROM LARGE WATER ROLLED COBBLE; PROBABLY REMNANT PLATFORM AND BULB ON LOWER LEFT HAND CORNER; POSSIBLE ROUNDING THROUGH USE DAMAGE ALONG UPPER LEFT HAND EDGE,74,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,43.8,50.3,63.7,0.49,60.0,1336
14249.7,76.7,0.79,96.3,2012,HANDAXE,UNCLEAR,105.2,109.0,0.63,PARTIALLY CORTICAL,PARTIALLY WORKED,405.6,COMPLETE,ABRADED,C8,AFRICA,0,50,BATTERED,SOUTH AFRICA,1964,STAINED,IRREGULAR,7724.8,365.5,105.6,0.12,60.3,DEACON,179,0.01,81.7,108.5,0.47,170.52,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; POSSIBLY MADE ON NATURALLY SPLIT PEBBLE; EXTENSIVE CONCRETION ON REAR SURFACE,78,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,40.3,42.4,60.8,0.55,57.7,1072
12713.9,74.7,0.92,80.9,2013,CLEAVER,FLAKE,95.3,99.8,0.59,NON-CORTICAL,PARTIALLY WORKED,395.9,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,0,0,NONE,SOUTH AFRICA,1964,STAINED,IRREGULAR,6085.8,345.0,89.5,0.01,49.5,DEACON,488,0.02,72.5,99.8,0.43,167.54,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,INTERSECTION BIT; LATERAL USE DAMAGE WITH NOTCH ON BIT AND UPPER EDGES,89,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,25.9,46.2,49.5,0.49,47.8,792
14410.0,65.9,0.75,87.6,2014,HANDAXE,FLAKE,106.9,113.2,0.61,PARTIALLY CORTICAL,UNWORKED,416.3,COMPLETE,LIGHTLY ABRADED,C8,AFRICA,0,35,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,8501.4,368.4,60.4,0.06,65.9,DEACON,319,0.06,68.8,112.5,0.37,183.74,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; LATERAL USE DAMAGE WITH NOTCH IMMEDIATELY RIGHT OF TIP,55,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA2,40.7,58.9,66.8,0.59,59.3,1171
9344.0,38.1,0.49,77.6,2015,PICK,FLAKE,81.3,91.5,0.6,PARTIALLY CORTICAL,UNWORKED,353.1,COMPLETE,LIGHTLY ABRADED,C10,AFRICA,0,40,ABRADED,SOUTH AFRICA,1964,FRESH,IRREGULAR,6219.7,343.3,49.2,0.02,56.1,DEACON,337,0.01,63.7,90.0,0.42,151.53,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE,56,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,27.1,53.5,56.6,0.61,46.4,670
10343.9,43.4,0.68,63.7,2016,PICK,UNCLEAR,90.8,92.5,0.53,NON-CORTICAL,UNWORKED,382.9,COMPLETE,FRESH,C10,AFRICA,5,0,ABRADED,SOUTH AFRICA,1964,FRESH,IRREGULAR,6937.5,361.2,77.3,0.06,60.1,DEACON,337,0.02,84.7,92.2,0.48,173.98,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,PROBABLY A PICK WITH IRREGULAR BUT,64,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,27.1,46.9,63.1,0.68,58.2,665
11276.3,54.7,0.6,90.8,2017,HANDAXE,FLAKE,81.5,98.1,0.61,PARTIALLY CORTICAL,PARTIALLY WORKED,395.1,COMPLETE,LIGHTLY ABRADED,C10,AFRICA,10,10,POLISHED,SOUTH AFRICA,1964,STAINED,IRREGULAR,5957.0,361.0,29.5,0.02,51.1,DEACON,337,0.01,58.3,95.2,0.36,160.32,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,CORTEX STRUCK; MADE ON FLAKE FROM WATER ROLLED COBBLE; LIGHT LATERAL USE DAMAGE ALONG UPPER EDGES; LIGHT IMPACT DAMAGE ON TIP,84,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,25.0,50.0,53.7,0.54,38.6,710
12954.2,83.2,0.9,92.1,2018,HANDAXE/CORE,FLAKE,111.6,112.1,0.76,NON-CORTICAL,PARTIALLY WORKED,386.5,COMPLETE,FRESH,C10,AFRICA,0,0,NONE,SOUTH AFRICA,1964,FRESH,IRREGULAR,6144.8,305.6,77.5,0.05,63.1,DEACON,337,0.0,79.0,112.1,0.53,147.08,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,HANDAXE OR CORE; ROUNDED TIP WITH POSSIBLE LIGHT CRUSH DAMAGE; TWO SMALL POSSIBLE USE DAMAGE NOTCHES ON UPPER RIGHT HAND CORNER,74,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,39.4,36.1,63.4,0.56,62.4,804
18169.4,95.4,0.88,107.3,2019,CLEAVER,FLAKE,111.1,117.8,0.59,CORTICAL,UNWORKED,475.2,COMPLETE,FRESH,C1,AFRICA,40,20,ABRADED,SOUTH AFRICA,1964,FRESH,IRREGULAR,9454.6,380.2,73.5,0.17,72.5,DEACON,268,0.02,79.2,117.2,0.4,196.99,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON FLAKE FROM WATER ROLLED COBBLE; CORTEX STRUCK; LIGHT LATERAL USE DAMAGE ALONG WHOLE OF BIT; SMALL NOTCH ON UPPER LEFT HAND CORNER,67,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,39.6,65.5,78.2,0.66,63.6,1455
16678.0,92.1,0.9,102.3,2020,HANDAXE/CLEAVER,COBBLE,108.7,113.0,0.61,CORTICAL,UNWORKED,448.4,COMPLETE,LIGHTLY ABRADED,C1,AFRICA,30,40,ABRADED,SOUTH AFRICA,1964,STAINED,IRREGULAR,10319.2,409.4,60.6,0.01,77.8,DEACON,388,0.07,60.8,111.7,0.33,183.03,,UNCLEAR,ALBANY; GRAHAMSTOWN; SOUTH AFRICA,MADE ON WATER ROLLED COBBLE; PROBABLY A HANDAXE ROUGHOUT WITH ROUGH TRANCHET TIP; POSSIBLE LIGHT IMPACT DAMAGE ON TIP,40,TOUGH,FINE,QUARTZITE,AMANZI SPRINGS,AREA1,40.1,72.4,78.3,0.69,68.1,1787
